table_schema,table_name,column_name,ordinal_position,data_type,character_maximum_length,is_nullable,column_default,is_identity
information_schema,domains,collation_name,12,name,null,YES,null,NO
information_schema,domains,numeric_precision,13,integer,null,YES,null,NO
information_schema,domains,numeric_precision_radix,14,integer,null,YES,null,NO
information_schema,domains,numeric_scale,15,integer,null,YES,null,NO
information_schema,domains,datetime_precision,16,integer,null,YES,null,NO
information_schema,domains,interval_type,17,character varying,null,YES,null,NO
information_schema,domains,interval_precision,18,integer,null,YES,null,NO
information_schema,domains,domain_default,19,character varying,null,YES,null,NO
information_schema,domains,udt_catalog,20,name,null,YES,null,NO
information_schema,domains,udt_schema,21,name,null,YES,null,NO
information_schema,domains,udt_name,22,name,null,YES,null,NO
information_schema,domains,scope_catalog,23,name,null,YES,null,NO
information_schema,domains,scope_schema,24,name,null,YES,null,NO
information_schema,domains,scope_name,25,name,null,YES,null,NO
information_schema,domains,maximum_cardinality,26,integer,null,YES,null,NO
information_schema,domains,dtd_identifier,27,name,null,YES,null,NO
information_schema,element_types,object_catalog,1,name,null,YES,null,NO
information_schema,element_types,object_schema,2,name,null,YES,null,NO
information_schema,element_types,object_name,3,name,null,YES,null,NO
information_schema,element_types,object_type,4,character varying,null,YES,null,NO
information_schema,element_types,collection_type_identifier,5,name,null,YES,null,NO
information_schema,element_types,data_type,6,character varying,null,YES,null,NO
information_schema,element_types,character_maximum_length,7,integer,null,YES,null,NO
information_schema,element_types,character_octet_length,8,integer,null,YES,null,NO
information_schema,element_types,character_set_catalog,9,name,null,YES,null,NO
information_schema,element_types,character_set_schema,10,name,null,YES,null,NO
information_schema,element_types,character_set_name,11,name,null,YES,null,NO
information_schema,element_types,collation_catalog,12,name,null,YES,null,NO
information_schema,element_types,collation_schema,13,name,null,YES,null,NO
information_schema,element_types,collation_name,14,name,null,YES,null,NO
information_schema,element_types,numeric_precision,15,integer,null,YES,null,NO
information_schema,element_types,numeric_precision_radix,16,integer,null,YES,null,NO
information_schema,element_types,numeric_scale,17,integer,null,YES,null,NO
information_schema,element_types,datetime_precision,18,integer,null,YES,null,NO
information_schema,element_types,interval_type,19,character varying,null,YES,null,NO
information_schema,element_types,interval_precision,20,integer,null,YES,null,NO
information_schema,element_types,udt_catalog,21,name,null,YES,null,NO
information_schema,element_types,udt_schema,22,name,null,YES,null,NO
information_schema,element_types,udt_name,23,name,null,YES,null,NO
information_schema,element_types,scope_catalog,24,name,null,YES,null,NO
information_schema,element_types,scope_schema,25,name,null,YES,null,NO
information_schema,element_types,scope_name,26,name,null,YES,null,NO
information_schema,element_types,maximum_cardinality,27,integer,null,YES,null,NO
information_schema,element_types,dtd_identifier,28,name,null,YES,null,NO
information_schema,enabled_roles,role_name,1,name,null,YES,null,NO
information_schema,foreign_data_wrapper_options,foreign_data_wrapper_catalog,1,name,null,YES,null,NO
information_schema,foreign_data_wrapper_options,foreign_data_wrapper_name,2,name,null,YES,null,NO
information_schema,foreign_data_wrapper_options,option_name,3,name,null,YES,null,NO
information_schema,foreign_data_wrapper_options,option_value,4,character varying,null,YES,null,NO
information_schema,foreign_data_wrappers,foreign_data_wrapper_catalog,1,name,null,YES,null,NO
information_schema,foreign_data_wrappers,foreign_data_wrapper_name,2,name,null,YES,null,NO
information_schema,foreign_data_wrappers,authorization_identifier,3,name,null,YES,null,NO
information_schema,foreign_data_wrappers,library_name,4,character varying,null,YES,null,NO
information_schema,foreign_data_wrappers,foreign_data_wrapper_language,5,character varying,null,YES,null,NO
information_schema,foreign_server_options,foreign_server_catalog,1,name,null,YES,null,NO
information_schema,foreign_server_options,foreign_server_name,2,name,null,YES,null,NO
information_schema,foreign_server_options,option_name,3,name,null,YES,null,NO
information_schema,foreign_server_options,option_value,4,character varying,null,YES,null,NO
information_schema,foreign_servers,foreign_server_catalog,1,name,null,YES,null,NO
information_schema,foreign_servers,foreign_server_name,2,name,null,YES,null,NO
information_schema,foreign_servers,foreign_data_wrapper_catalog,3,name,null,YES,null,NO
information_schema,foreign_servers,foreign_data_wrapper_name,4,name,null,YES,null,NO
information_schema,foreign_servers,foreign_server_type,5,character varying,null,YES,null,NO
information_schema,foreign_servers,foreign_server_version,6,character varying,null,YES,null,NO
information_schema,foreign_servers,authorization_identifier,7,name,null,YES,null,NO
information_schema,foreign_table_options,foreign_table_catalog,1,name,null,YES,null,NO
information_schema,foreign_table_options,foreign_table_schema,2,name,null,YES,null,NO
information_schema,foreign_table_options,foreign_table_name,3,name,null,YES,null,NO
information_schema,foreign_table_options,option_name,4,name,null,YES,null,NO
information_schema,foreign_table_options,option_value,5,character varying,null,YES,null,NO
information_schema,foreign_tables,foreign_table_catalog,1,name,null,YES,null,NO
information_schema,foreign_tables,foreign_table_schema,2,name,null,YES,null,NO
information_schema,foreign_tables,foreign_table_name,3,name,null,YES,null,NO
information_schema,foreign_tables,foreign_server_catalog,4,name,null,YES,null,NO
information_schema,foreign_tables,foreign_server_name,5,name,null,YES,null,NO
information_schema,information_schema_catalog_name,catalog_name,1,name,null,YES,null,NO
information_schema,key_column_usage,constraint_catalog,1,name,null,YES,null,NO
information_schema,key_column_usage,constraint_schema,2,name,null,YES,null,NO
information_schema,key_column_usage,constraint_name,3,name,null,YES,null,NO
information_schema,key_column_usage,table_catalog,4,name,null,YES,null,NO
information_schema,key_column_usage,table_schema,5,name,null,YES,null,NO
information_schema,key_column_usage,table_name,6,name,null,YES,null,NO
information_schema,key_column_usage,column_name,7,name,null,YES,null,NO
information_schema,key_column_usage,ordinal_position,8,integer,null,YES,null,NO
information_schema,key_column_usage,position_in_unique_constraint,9,integer,null,YES,null,NO
information_schema,parameters,specific_catalog,1,name,null,YES,null,NO
information_schema,parameters,specific_schema,2,name,null,YES,null,NO
information_schema,parameters,specific_name,3,name,null,YES,null,NO
information_schema,parameters,ordinal_position,4,integer,null,YES,null,NO
information_schema,parameters,parameter_mode,5,character varying,null,YES,null,NO
information_schema,parameters,is_result,6,character varying,3,YES,null,NO
information_schema,parameters,as_locator,7,character varying,3,YES,null,NO
information_schema,parameters,parameter_name,8,name,null,YES,null,NO
information_schema,parameters,data_type,9,character varying,null,YES,null,NO
information_schema,parameters,character_maximum_length,10,integer,null,YES,null,NO
information_schema,parameters,character_octet_length,11,integer,null,YES,null,NO
information_schema,parameters,character_set_catalog,12,name,null,YES,null,NO
information_schema,parameters,character_set_schema,13,name,null,YES,null,NO
information_schema,parameters,character_set_name,14,name,null,YES,null,NO
information_schema,parameters,collation_catalog,15,name,null,YES,null,NO
information_schema,parameters,collation_schema,16,name,null,YES,null,NO
information_schema,parameters,collation_name,17,name,null,YES,null,NO
information_schema,parameters,numeric_precision,18,integer,null,YES,null,NO
information_schema,parameters,numeric_precision_radix,19,integer,null,YES,null,NO
information_schema,parameters,numeric_scale,20,integer,null,YES,null,NO
information_schema,parameters,datetime_precision,21,integer,null,YES,null,NO
information_schema,parameters,interval_type,22,character varying,null,YES,null,NO
information_schema,parameters,interval_precision,23,integer,null,YES,null,NO
information_schema,parameters,udt_catalog,24,name,null,YES,null,NO
information_schema,parameters,udt_schema,25,name,null,YES,null,NO
information_schema,parameters,udt_name,26,name,null,YES,null,NO
information_schema,parameters,scope_catalog,27,name,null,YES,null,NO
information_schema,parameters,scope_schema,28,name,null,YES,null,NO
information_schema,parameters,scope_name,29,name,null,YES,null,NO
information_schema,parameters,maximum_cardinality,30,integer,null,YES,null,NO
information_schema,parameters,dtd_identifier,31,name,null,YES,null,NO
information_schema,parameters,parameter_default,32,character varying,null,YES,null,NO
information_schema,referential_constraints,constraint_catalog,1,name,null,YES,null,NO
information_schema,referential_constraints,constraint_schema,2,name,null,YES,null,NO
information_schema,referential_constraints,constraint_name,3,name,null,YES,null,NO
information_schema,referential_constraints,unique_constraint_catalog,4,name,null,YES,null,NO
information_schema,referential_constraints,unique_constraint_schema,5,name,null,YES,null,NO
information_schema,referential_constraints,unique_constraint_name,6,name,null,YES,null,NO
information_schema,referential_constraints,match_option,7,character varying,null,YES,null,NO
information_schema,referential_constraints,update_rule,8,character varying,null,YES,null,NO
information_schema,referential_constraints,delete_rule,9,character varying,null,YES,null,NO
information_schema,role_column_grants,grantor,1,name,null,YES,null,NO
information_schema,role_column_grants,grantee,2,name,null,YES,null,NO
information_schema,role_column_grants,table_catalog,3,name,null,YES,null,NO
information_schema,role_column_grants,table_schema,4,name,null,YES,null,NO
information_schema,role_column_grants,table_name,5,name,null,YES,null,NO
information_schema,role_column_grants,column_name,6,name,null,YES,null,NO
information_schema,role_column_grants,privilege_type,7,character varying,null,YES,null,NO
information_schema,role_column_grants,is_grantable,8,character varying,3,YES,null,NO
information_schema,role_routine_grants,grantor,1,name,null,YES,null,NO
information_schema,role_routine_grants,grantee,2,name,null,YES,null,NO
information_schema,role_routine_grants,specific_catalog,3,name,null,YES,null,NO
information_schema,role_routine_grants,specific_schema,4,name,null,YES,null,NO
information_schema,role_routine_grants,specific_name,5,name,null,YES,null,NO
information_schema,role_routine_grants,routine_catalog,6,name,null,YES,null,NO
information_schema,role_routine_grants,routine_schema,7,name,null,YES,null,NO
information_schema,role_routine_grants,routine_name,8,name,null,YES,null,NO
information_schema,role_routine_grants,privilege_type,9,character varying,null,YES,null,NO
information_schema,role_routine_grants,is_grantable,10,character varying,3,YES,null,NO
information_schema,role_table_grants,grantor,1,name,null,YES,null,NO
information_schema,role_table_grants,grantee,2,name,null,YES,null,NO
information_schema,role_table_grants,table_catalog,3,name,null,YES,null,NO
information_schema,role_table_grants,table_schema,4,name,null,YES,null,NO
information_schema,role_table_grants,table_name,5,name,null,YES,null,NO
information_schema,role_table_grants,privilege_type,6,character varying,null,YES,null,NO
information_schema,role_table_grants,is_grantable,7,character varying,3,YES,null,NO
information_schema,role_table_grants,with_hierarchy,8,character varying,3,YES,null,NO
information_schema,role_udt_grants,grantor,1,name,null,YES,null,NO
information_schema,role_udt_grants,grantee,2,name,null,YES,null,NO
information_schema,role_udt_grants,udt_catalog,3,name,null,YES,null,NO
information_schema,role_udt_grants,udt_schema,4,name,null,YES,null,NO
information_schema,role_udt_grants,udt_name,5,name,null,YES,null,NO
information_schema,role_udt_grants,privilege_type,6,character varying,null,YES,null,NO
information_schema,role_udt_grants,is_grantable,7,character varying,3,YES,null,NO
information_schema,role_usage_grants,grantor,1,name,null,YES,null,NO
information_schema,role_usage_grants,grantee,2,name,null,YES,null,NO
information_schema,role_usage_grants,object_catalog,3,name,null,YES,null,NO
information_schema,role_usage_grants,object_schema,4,name,null,YES,null,NO
information_schema,role_usage_grants,object_name,5,name,null,YES,null,NO
information_schema,role_usage_grants,object_type,6,character varying,null,YES,null,NO
information_schema,role_usage_grants,privilege_type,7,character varying,null,YES,null,NO
information_schema,role_usage_grants,is_grantable,8,character varying,3,YES,null,NO
information_schema,routine_column_usage,specific_catalog,1,name,null,YES,null,NO
information_schema,routine_column_usage,specific_schema,2,name,null,YES,null,NO
information_schema,routine_column_usage,specific_name,3,name,null,YES,null,NO
information_schema,routine_column_usage,routine_catalog,4,name,null,YES,null,NO
information_schema,routine_column_usage,routine_schema,5,name,null,YES,null,NO
information_schema,routine_column_usage,routine_name,6,name,null,YES,null,NO
information_schema,routine_column_usage,table_catalog,7,name,null,YES,null,NO
information_schema,routine_column_usage,table_schema,8,name,null,YES,null,NO
information_schema,routine_column_usage,table_name,9,name,null,YES,null,NO
information_schema,routine_column_usage,column_name,10,name,null,YES,null,NO
information_schema,routine_privileges,grantor,1,name,null,YES,null,NO
information_schema,routine_privileges,grantee,2,name,null,YES,null,NO
information_schema,routine_privileges,specific_catalog,3,name,null,YES,null,NO
information_schema,routine_privileges,specific_schema,4,name,null,YES,null,NO
information_schema,routine_privileges,specific_name,5,name,null,YES,null,NO
information_schema,routine_privileges,routine_catalog,6,name,null,YES,null,NO
information_schema,routine_privileges,routine_schema,7,name,null,YES,null,NO
information_schema,routine_privileges,routine_name,8,name,null,YES,null,NO
information_schema,routine_privileges,privilege_type,9,character varying,null,YES,null,NO
information_schema,routine_privileges,is_grantable,10,character varying,3,YES,null,NO
information_schema,routine_routine_usage,specific_catalog,1,name,null,YES,null,NO
information_schema,routine_routine_usage,specific_schema,2,name,null,YES,null,NO
information_schema,routine_routine_usage,specific_name,3,name,null,YES,null,NO
information_schema,routine_routine_usage,routine_catalog,4,name,null,YES,null,NO
information_schema,routine_routine_usage,routine_schema,5,name,null,YES,null,NO
information_schema,routine_routine_usage,routine_name,6,name,null,YES,null,NO
information_schema,routine_sequence_usage,specific_catalog,1,name,null,YES,null,NO
information_schema,routine_sequence_usage,specific_schema,2,name,null,YES,null,NO
information_schema,routine_sequence_usage,specific_name,3,name,null,YES,null,NO
information_schema,routine_sequence_usage,routine_catalog,4,name,null,YES,null,NO
information_schema,routine_sequence_usage,routine_schema,5,name,null,YES,null,NO
information_schema,routine_sequence_usage,routine_name,6,name,null,YES,null,NO
information_schema,routine_sequence_usage,sequence_catalog,7,name,null,YES,null,NO
information_schema,routine_sequence_usage,sequence_schema,8,name,null,YES,null,NO
information_schema,routine_sequence_usage,sequence_name,9,name,null,YES,null,NO
information_schema,routine_table_usage,specific_catalog,1,name,null,YES,null,NO
information_schema,routine_table_usage,specific_schema,2,name,null,YES,null,NO
information_schema,routine_table_usage,specific_name,3,name,null,YES,null,NO
information_schema,routine_table_usage,routine_catalog,4,name,null,YES,null,NO
information_schema,routine_table_usage,routine_schema,5,name,null,YES,null,NO
information_schema,routine_table_usage,routine_name,6,name,null,YES,null,NO
information_schema,routine_table_usage,table_catalog,7,name,null,YES,null,NO
information_schema,routine_table_usage,table_schema,8,name,null,YES,null,NO
information_schema,routine_table_usage,table_name,9,name,null,YES,null,NO
information_schema,routines,specific_catalog,1,name,null,YES,null,NO
information_schema,routines,specific_schema,2,name,null,YES,null,NO
information_schema,routines,specific_name,3,name,null,YES,null,NO
information_schema,routines,routine_catalog,4,name,null,YES,null,NO
information_schema,routines,routine_schema,5,name,null,YES,null,NO
information_schema,routines,routine_name,6,name,null,YES,null,NO
information_schema,routines,routine_type,7,character varying,null,YES,null,NO
information_schema,routines,module_catalog,8,name,null,YES,null,NO
information_schema,routines,module_schema,9,name,null,YES,null,NO
information_schema,routines,module_name,10,name,null,YES,null,NO
information_schema,routines,udt_catalog,11,name,null,YES,null,NO
information_schema,routines,udt_schema,12,name,null,YES,null,NO
information_schema,routines,udt_name,13,name,null,YES,null,NO
information_schema,routines,data_type,14,character varying,null,YES,null,NO
information_schema,routines,character_maximum_length,15,integer,null,YES,null,NO
information_schema,routines,character_octet_length,16,integer,null,YES,null,NO
information_schema,routines,character_set_catalog,17,name,null,YES,null,NO
information_schema,routines,character_set_schema,18,name,null,YES,null,NO
information_schema,routines,character_set_name,19,name,null,YES,null,NO
information_schema,routines,collation_catalog,20,name,null,YES,null,NO
information_schema,routines,collation_schema,21,name,null,YES,null,NO
information_schema,routines,collation_name,22,name,null,YES,null,NO
information_schema,routines,numeric_precision,23,integer,null,YES,null,NO
information_schema,routines,numeric_precision_radix,24,integer,null,YES,null,NO
information_schema,routines,numeric_scale,25,integer,null,YES,null,NO
information_schema,routines,datetime_precision,26,integer,null,YES,null,NO
information_schema,routines,interval_type,27,character varying,null,YES,null,NO
information_schema,routines,interval_precision,28,integer,null,YES,null,NO
information_schema,routines,type_udt_catalog,29,name,null,YES,null,NO
information_schema,routines,type_udt_schema,30,name,null,YES,null,NO
information_schema,routines,type_udt_name,31,name,null,YES,null,NO
information_schema,routines,scope_catalog,32,name,null,YES,null,NO
information_schema,routines,scope_schema,33,name,null,YES,null,NO
information_schema,routines,scope_name,34,name,null,YES,null,NO
information_schema,routines,maximum_cardinality,35,integer,null,YES,null,NO
information_schema,routines,dtd_identifier,36,name,null,YES,null,NO
information_schema,routines,routine_body,37,character varying,null,YES,null,NO
information_schema,routines,routine_definition,38,character varying,null,YES,null,NO
information_schema,routines,external_name,39,character varying,null,YES,null,NO
information_schema,routines,external_language,40,character varying,null,YES,null,NO
information_schema,routines,parameter_style,41,character varying,null,YES,null,NO
information_schema,routines,is_deterministic,42,character varying,3,YES,null,NO
information_schema,routines,sql_data_access,43,character varying,null,YES,null,NO
information_schema,routines,is_null_call,44,character varying,3,YES,null,NO
information_schema,routines,sql_path,45,character varying,null,YES,null,NO
information_schema,routines,schema_level_routine,46,character varying,3,YES,null,NO
information_schema,routines,max_dynamic_result_sets,47,integer,null,YES,null,NO
information_schema,routines,is_user_defined_cast,48,character varying,3,YES,null,NO
information_schema,routines,is_implicitly_invocable,49,character varying,3,YES,null,NO
information_schema,routines,security_type,50,character varying,null,YES,null,NO
information_schema,routines,to_sql_specific_catalog,51,name,null,YES,null,NO
information_schema,routines,to_sql_specific_schema,52,name,null,YES,null,NO
information_schema,routines,to_sql_specific_name,53,name,null,YES,null,NO
information_schema,routines,as_locator,54,character varying,3,YES,null,NO
information_schema,routines,created,55,timestamp with time zone,null,YES,null,NO
information_schema,routines,last_altered,56,timestamp with time zone,null,YES,null,NO
information_schema,routines,new_savepoint_level,57,character varying,3,YES,null,NO
information_schema,routines,is_udt_dependent,58,character varying,3,YES,null,NO
information_schema,routines,result_cast_from_data_type,59,character varying,null,YES,null,NO
information_schema,routines,result_cast_as_locator,60,character varying,3,YES,null,NO
information_schema,routines,result_cast_char_max_length,61,integer,null,YES,null,NO
information_schema,routines,result_cast_char_octet_length,62,integer,null,YES,null,NO
information_schema,routines,result_cast_char_set_catalog,63,name,null,YES,null,NO
information_schema,routines,result_cast_char_set_schema,64,name,null,YES,null,NO
information_schema,routines,result_cast_char_set_name,65,name,null,YES,null,NO
information_schema,routines,result_cast_collation_catalog,66,name,null,YES,null,NO
information_schema,routines,result_cast_collation_schema,67,name,null,YES,null,NO
information_schema,routines,result_cast_collation_name,68,name,null,YES,null,NO
information_schema,routines,result_cast_numeric_precision,69,integer,null,YES,null,NO
information_schema,routines,result_cast_numeric_precision_radix,70,integer,null,YES,null,NO
information_schema,routines,result_cast_numeric_scale,71,integer,null,YES,null,NO
information_schema,routines,result_cast_datetime_precision,72,integer,null,YES,null,NO
information_schema,routines,result_cast_interval_type,73,character varying,null,YES,null,NO
information_schema,routines,result_cast_interval_precision,74,integer,null,YES,null,NO
information_schema,routines,result_cast_type_udt_catalog,75,name,null,YES,null,NO
information_schema,routines,result_cast_type_udt_schema,76,name,null,YES,null,NO
information_schema,routines,result_cast_type_udt_name,77,name,null,YES,null,NO
information_schema,routines,result_cast_scope_catalog,78,name,null,YES,null,NO
information_schema,routines,result_cast_scope_schema,79,name,null,YES,null,NO
information_schema,routines,result_cast_scope_name,80,name,null,YES,null,NO
information_schema,routines,result_cast_maximum_cardinality,81,integer,null,YES,null,NO
information_schema,routines,result_cast_dtd_identifier,82,name,null,YES,null,NO
information_schema,schemata,catalog_name,1,name,null,YES,null,NO
information_schema,schemata,schema_name,2,name,null,YES,null,NO
information_schema,schemata,schema_owner,3,name,null,YES,null,NO
information_schema,schemata,default_character_set_catalog,4,name,null,YES,null,NO
information_schema,schemata,default_character_set_schema,5,name,null,YES,null,NO
information_schema,schemata,default_character_set_name,6,name,null,YES,null,NO
information_schema,schemata,sql_path,7,character varying,null,YES,null,NO
information_schema,sequences,sequence_catalog,1,name,null,YES,null,NO
information_schema,sequences,sequence_schema,2,name,null,YES,null,NO
information_schema,sequences,sequence_name,3,name,null,YES,null,NO
information_schema,sequences,data_type,4,character varying,null,YES,null,NO
information_schema,sequences,numeric_precision,5,integer,null,YES,null,NO
information_schema,sequences,numeric_precision_radix,6,integer,null,YES,null,NO
information_schema,sequences,numeric_scale,7,integer,null,YES,null,NO
information_schema,sequences,start_value,8,character varying,null,YES,null,NO
information_schema,sequences,minimum_value,9,character varying,null,YES,null,NO
information_schema,sequences,maximum_value,10,character varying,null,YES,null,NO
information_schema,sequences,increment,11,character varying,null,YES,null,NO
information_schema,sequences,cycle_option,12,character varying,3,YES,null,NO
information_schema,sql_features,feature_id,1,character varying,null,YES,null,NO
information_schema,sql_features,feature_name,2,character varying,null,YES,null,NO
information_schema,sql_features,sub_feature_id,3,character varying,null,YES,null,NO
information_schema,sql_features,sub_feature_name,4,character varying,null,YES,null,NO
information_schema,sql_features,is_supported,5,character varying,3,YES,null,NO
information_schema,sql_features,is_verified_by,6,character varying,null,YES,null,NO
information_schema,sql_features,comments,7,character varying,null,YES,null,NO
information_schema,sql_implementation_info,implementation_info_id,1,character varying,null,YES,null,NO
information_schema,sql_implementation_info,implementation_info_name,2,character varying,null,YES,null,NO
information_schema,sql_implementation_info,integer_value,3,integer,null,YES,null,NO
information_schema,sql_implementation_info,character_value,4,character varying,null,YES,null,NO
information_schema,sql_implementation_info,comments,5,character varying,null,YES,null,NO
information_schema,sql_parts,feature_id,1,character varying,null,YES,null,NO
information_schema,sql_parts,feature_name,2,character varying,null,YES,null,NO
information_schema,sql_parts,is_supported,3,character varying,3,YES,null,NO
information_schema,sql_parts,is_verified_by,4,character varying,null,YES,null,NO
information_schema,sql_parts,comments,5,character varying,null,YES,null,NO
information_schema,sql_sizing,sizing_id,1,integer,null,YES,null,NO
information_schema,sql_sizing,sizing_name,2,character varying,null,YES,null,NO
information_schema,sql_sizing,supported_value,3,integer,null,YES,null,NO
information_schema,sql_sizing,comments,4,character varying,null,YES,null,NO
information_schema,table_constraints,constraint_catalog,1,name,null,YES,null,NO
information_schema,table_constraints,constraint_schema,2,name,null,YES,null,NO
information_schema,table_constraints,constraint_name,3,name,null,YES,null,NO
information_schema,table_constraints,table_catalog,4,name,null,YES,null,NO
information_schema,table_constraints,table_schema,5,name,null,YES,null,NO
information_schema,table_constraints,table_name,6,name,null,YES,null,NO
information_schema,table_constraints,constraint_type,7,character varying,null,YES,null,NO
information_schema,table_constraints,is_deferrable,8,character varying,3,YES,null,NO
information_schema,table_constraints,initially_deferred,9,character varying,3,YES,null,NO
information_schema,table_constraints,enforced,10,character varying,3,YES,null,NO
information_schema,table_constraints,nulls_distinct,11,character varying,3,YES,null,NO
information_schema,table_privileges,grantor,1,name,null,YES,null,NO
information_schema,table_privileges,grantee,2,name,null,YES,null,NO
information_schema,table_privileges,table_catalog,3,name,null,YES,null,NO
information_schema,table_privileges,table_schema,4,name,null,YES,null,NO
information_schema,table_privileges,table_name,5,name,null,YES,null,NO
information_schema,table_privileges,privilege_type,6,character varying,null,YES,null,NO
information_schema,table_privileges,is_grantable,7,character varying,3,YES,null,NO
information_schema,table_privileges,with_hierarchy,8,character varying,3,YES,null,NO
information_schema,tables,table_catalog,1,name,null,YES,null,NO
information_schema,tables,table_schema,2,name,null,YES,null,NO
information_schema,tables,table_name,3,name,null,YES,null,NO
information_schema,tables,table_type,4,character varying,null,YES,null,NO
information_schema,tables,self_referencing_column_name,5,name,null,YES,null,NO
information_schema,tables,reference_generation,6,character varying,null,YES,null,NO
information_schema,tables,user_defined_type_catalog,7,name,null,YES,null,NO
information_schema,tables,user_defined_type_schema,8,name,null,YES,null,NO
information_schema,tables,user_defined_type_name,9,name,null,YES,null,NO
information_schema,tables,is_insertable_into,10,character varying,3,YES,null,NO
information_schema,tables,is_typed,11,character varying,3,YES,null,NO
information_schema,tables,commit_action,12,character varying,null,YES,null,NO
information_schema,transforms,udt_catalog,1,name,null,YES,null,NO
information_schema,transforms,udt_schema,2,name,null,YES,null,NO
information_schema,transforms,udt_name,3,name,null,YES,null,NO
information_schema,transforms,specific_catalog,4,name,null,YES,null,NO
information_schema,transforms,specific_schema,5,name,null,YES,null,NO
information_schema,transforms,specific_name,6,name,null,YES,null,NO
information_schema,transforms,group_name,7,name,null,YES,null,NO
information_schema,transforms,transform_type,8,character varying,null,YES,null,NO
information_schema,triggered_update_columns,trigger_catalog,1,name,null,YES,null,NO
information_schema,triggered_update_columns,trigger_schema,2,name,null,YES,null,NO
information_schema,triggered_update_columns,trigger_name,3,name,null,YES,null,NO
information_schema,triggered_update_columns,event_object_catalog,4,name,null,YES,null,NO
information_schema,triggered_update_columns,event_object_schema,5,name,null,YES,null,NO
information_schema,triggered_update_columns,event_object_table,6,name,null,YES,null,NO
information_schema,triggered_update_columns,event_object_column,7,name,null,YES,null,NO
information_schema,triggers,trigger_catalog,1,name,null,YES,null,NO
information_schema,triggers,trigger_schema,2,name,null,YES,null,NO
information_schema,triggers,trigger_name,3,name,null,YES,null,NO
information_schema,triggers,event_manipulation,4,character varying,null,YES,null,NO
information_schema,triggers,event_object_catalog,5,name,null,YES,null,NO
information_schema,triggers,event_object_schema,6,name,null,YES,null,NO
information_schema,triggers,event_object_table,7,name,null,YES,null,NO
information_schema,triggers,action_order,8,integer,null,YES,null,NO
information_schema,triggers,action_condition,9,character varying,null,YES,null,NO
information_schema,triggers,action_statement,10,character varying,null,YES,null,NO
information_schema,triggers,action_orientation,11,character varying,null,YES,null,NO
information_schema,triggers,action_timing,12,character varying,null,YES,null,NO
information_schema,triggers,action_reference_old_table,13,name,null,YES,null,NO
information_schema,triggers,action_reference_new_table,14,name,null,YES,null,NO
information_schema,triggers,action_reference_old_row,15,name,null,YES,null,NO
information_schema,triggers,action_reference_new_row,16,name,null,YES,null,NO
information_schema,triggers,created,17,timestamp with time zone,null,YES,null,NO
information_schema,udt_privileges,grantor,1,name,null,YES,null,NO
information_schema,udt_privileges,grantee,2,name,null,YES,null,NO
information_schema,udt_privileges,udt_catalog,3,name,null,YES,null,NO
information_schema,udt_privileges,udt_schema,4,name,null,YES,null,NO
information_schema,udt_privileges,udt_name,5,name,null,YES,null,NO
information_schema,udt_privileges,privilege_type,6,character varying,null,YES,null,NO
information_schema,udt_privileges,is_grantable,7,character varying,3,YES,null,NO
information_schema,usage_privileges,grantor,1,name,null,YES,null,NO
information_schema,usage_privileges,grantee,2,name,null,YES,null,NO
information_schema,usage_privileges,object_catalog,3,name,null,YES,null,NO
information_schema,usage_privileges,object_schema,4,name,null,YES,null,NO
information_schema,usage_privileges,object_name,5,name,null,YES,null,NO
information_schema,usage_privileges,object_type,6,character varying,null,YES,null,NO
information_schema,usage_privileges,privilege_type,7,character varying,null,YES,null,NO
information_schema,usage_privileges,is_grantable,8,character varying,3,YES,null,NO
information_schema,user_defined_types,user_defined_type_catalog,1,name,null,YES,null,NO
information_schema,user_defined_types,user_defined_type_schema,2,name,null,YES,null,NO
information_schema,user_defined_types,user_defined_type_name,3,name,null,YES,null,NO
information_schema,user_defined_types,user_defined_type_category,4,character varying,null,YES,null,NO
information_schema,user_defined_types,is_instantiable,5,character varying,3,YES,null,NO
information_schema,user_defined_types,is_final,6,character varying,3,YES,null,NO
information_schema,user_defined_types,ordering_form,7,character varying,null,YES,null,NO
information_schema,user_defined_types,ordering_category,8,character varying,null,YES,null,NO
information_schema,user_defined_types,ordering_routine_catalog,9,name,null,YES,null,NO
information_schema,user_defined_types,ordering_routine_schema,10,name,null,YES,null,NO
information_schema,user_defined_types,ordering_routine_name,11,name,null,YES,null,NO
information_schema,user_defined_types,reference_type,12,character varying,null,YES,null,NO
information_schema,user_defined_types,data_type,13,character varying,null,YES,null,NO
information_schema,user_defined_types,character_maximum_length,14,integer,null,YES,null,NO
information_schema,user_defined_types,character_octet_length,15,integer,null,YES,null,NO
information_schema,user_defined_types,character_set_catalog,16,name,null,YES,null,NO
information_schema,user_defined_types,character_set_schema,17,name,null,YES,null,NO
information_schema,user_defined_types,character_set_name,18,name,null,YES,null,NO
information_schema,user_defined_types,collation_catalog,19,name,null,YES,null,NO
information_schema,user_defined_types,collation_schema,20,name,null,YES,null,NO
information_schema,user_defined_types,collation_name,21,name,null,YES,null,NO
information_schema,user_defined_types,numeric_precision,22,integer,null,YES,null,NO
information_schema,user_defined_types,numeric_precision_radix,23,integer,null,YES,null,NO
information_schema,user_defined_types,numeric_scale,24,integer,null,YES,null,NO
information_schema,user_defined_types,datetime_precision,25,integer,null,YES,null,NO
